vin,customer_name,customer_contact,service_date,odometer_reading,complaint,diagnosis,recommended,service_performed,parts_used,labor_hours_billed,technician,invoice_total,make,model,year,created_at,shop_id
SYNTHVIN000643,Emily Johnson,-2970,4/18/2024 0:00,26529,trans slipping after warm up,parasitic draw,Transmission fluid flush,Brake pad replacement,Oil filter - FRAM PH2,3.62,Mike D.,692.81,Dodge,Ram 1500,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000643,Emily Johnson,-2970,11/22/2024 0:00,38928,steering wheel shakes bad,suspected alternator issue,Transmission fluid flush,Brake pad replacement,Battery NAPA-65,0.83,Tina Brown,835.04,Chevrolet,Silverado,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000643,Emily Johnson,-2970,12/11/2024 0:00,51327,trans slipping after warm up,low refrigerant,Transmission fluid flush,Electrical diagnostic,Brake pads - Wagner,0.66,Tina Brown,22.54,Dodge,Ram 1500,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000644,John Martinez,-10834,11/20/2023 0:00,1731,engine light randomly comes on,worn alternator bearings,Brake pad replacement,Tire balancing,Oil filter - FRAM PH2,5.15,Mike D.,566.39,Ford,Escape,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000644,John Martinez,-10834,4/13/2022 0:00,14130,check brakes - squeak,suspected transmission issue,Brake pad replacement,Brake pad replacement,SP-134A,1.54,Tina Brown,404.67,Jeep,Grand Cherokee,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000644,John Martinez,-10834,8/24/2023 0:00,26529,engine light randomly comes on,likely spark plugs,Brake pad replacement,Brake pad replacement,Oil filter - FRAM PH2,1.67,Mike D.,202.58,Honda,Civic,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000644,John Martinez,-10834,8/2/2023 0:00,38928,customer states loud knocking sound,suspected alternator issue,Brake pad replacement,Warranty repair - no charge,Oil filter - FRAM PH2,3.64,Laura Smith,1047.75,Jeep,Grand Cherokee,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000645,Laura Johnson,-3832,9/8/2024 0:00,1731,trans slipping after warm up,suspected transmission issue,Gasket replacement,Spark plug replacement,Alternator Duralast,4.7,nan,744.87,Nissan,Altima,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000646,John Martinez,-10834,7/20/2023 0:00,1731,AC not cold enough,bad starter relay,Cap inspection or replacement,Warranty repair - no charge,Battery NAPA-65,4.58,John Doe,861.16,Ford,Escape,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000646,John Martinez,-10834,4/21/2022 0:00,14130,engine light randomly comes on,worn alternator bearings,Cap inspection or replacement,Brake pad replacement,Oil filter - FRAM PH2,2.88,Carlos Garcia,1032.64,Nissan,Altima,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000646,John Martinez,-10834,4/13/2025 0:00,26529,AC not cold enough,suspected alternator issue,Cap inspection or replacement,Brake pad replacement,,0.99,Unassigned,831.4,Hyundai,Elantra,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000646,John Martinez,-10834,10/30/2022 0:00,38928,battery keeps dying,low refrigerant,Cap inspection or replacement,Warranty repair - no charge,O2-SENSOR-BOSCH,5.47,nan,765.54,Hyundai,Elantra,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000647,Carlos Smith,-9200,7/31/2022 0:00,1731,trans slipping after warm up,suspected transmission issue,Brake pad replacement,Tire balancing,Oil filter - FRAM PH2,0.68,Mike D.,848.71,Nissan,Altima,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000647,Carlos Smith,-9200,4/16/2025 0:00,14130,car won't start after sitting overnight,unable to replicate,Brake pad replacement,Customer declined service,Transmission fluid,5.6,Unassigned,1015.86,Chevrolet,Silverado,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000648,James Hodges,-8549,4/17/2024 0:00,1731,car won't start after sitting overnight,suspected alternator issue,Spark plug replacement,Brake pad replacement,Brake pads - Wagner,2.45,Mike D.,920.32,Chevrolet,Silverado,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000648,James Hodges,-8549,9/9/2023 0:00,14130,AC not cold enough,O2 sensor fault,Spark plug replacement,Head gasket replacement,Transmission fluid,0.33,Laura Smith,117.03,Nissan,Altima,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000648,James Hodges,-8549,6/21/2023 0:00,26529,engine light randomly comes on,bad starter relay,Spark plug replacement,Customer declined service,O2-SENSOR-BOSCH,1.23,Carlos Garcia,537.03,Chevrolet,Silverado,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000648,James Hodges,-8549,12/19/2022 0:00,38928,steering wheel shakes bad,low refrigerant,Spark plug replacement,Transmission fluid flush,Alternator Duralast,2.95,Tina Brown,298.63,Hyundai,Elantra,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000649,Carlos Smith,-9200,12/5/2022 0:00,1731,trans slipping after warm up,low refrigerant,Electrical diagnostic and repair,Customer declined service,O2-SENSOR-BOSCH,3.18,Carlos Garcia,354.39,Dodge,Ram 1500,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000649,Carlos Smith,-9200,4/9/2022 0:00,14130,customer states loud knocking sound,likely spark plugs,Electrical diagnostic and repair,Head gasket replacement,Battery NAPA-65,1.17,Tina Brown,564.29,Hyundai,Elantra,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000649,Carlos Smith,-9200,2/5/2024 0:00,26529,oil leaking in driveway,no fault found,Electrical diagnostic and repair,Electrical diagnostic,,6.75,nan,1012.02,Honda,Civic,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000649,Carlos Smith,-9200,2/20/2025 0:00,38928,battery keeps dying,suspected alternator issue,Electrical diagnostic and repair,Tire balancing,Battery NAPA-65,2.71,Carlos Garcia,576.36,Hyundai,Elantra,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000649,Carlos Smith,-9200,2/26/2023 0:00,51327,customer states loud knocking sound,suspected transmission issue,Electrical diagnostic and repair,Tire balancing,Oil filter - FRAM PH2,0.83,Tina Brown,1084.76,Honda,Civic,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000650,James Brown,-7910,10/26/2023 0:00,1731,trans slipping after warm up,bad starter relay,Battery replacement,Spark plug replacement,Battery NAPA-65,2.47,Laura Smith,555.68,Hyundai,Elantra,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000650,James Brown,-7910,9/23/2021 0:00,14130,check brakes - squeak,suspected transmission issue,Battery replacement,Tire balancing,Brake pads - Wagner,4.46,Unassigned,73.65,Dodge,Ram 1500,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000651,John Smith,-9769,5/26/2025 0:00,1731,customer states loud knocking sound,likely spark plugs,Oil pan replacement,Deferred,Transmission fluid,0.51,Unassigned,39.37,Chevrolet,Silverado,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000651,John Smith,-9769,3/24/2023 0:00,14130,oil leaking in driveway,likely spark plugs,Oil pan replacement,Warranty repair - no charge,SP-134A,6.64,Laura Smith,81.41,Jeep,Grand Cherokee,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000651,John Smith,-9769,9/29/2023 0:00,26529,oil leaking in driveway,O2 sensor fault,Oil pan replacement,Tire balancing,Transmission fluid,1.65,Carlos Garcia,148.81,VW,Jetta,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000652,James Hodges,-8549,12/31/2024 0:00,1731,check brakes - squeak,suspected transmission issue,Brake pad replacement,Tire balancing,,2.81,Unassigned,182.49,Hyundai,Elantra,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000652,James Hodges,-8549,9/4/2021 0:00,14130,strange grinding noise,bad starter relay,Brake pad replacement,Electrical diagnostic,Oil filter - FRAM PH2,2.34,nan,690.81,Dodge,Ram 1500,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000652,James Hodges,-8549,4/28/2023 0:00,26529,strange grinding noise,no fault found,Brake pad replacement,Head gasket replacement,SP-134A,0.42,John Doe,1162.46,Jeep,Grand Cherokee,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000653,James Brown,-7910,12/13/2023 0:00,1731,engine light randomly comes on,suspected transmission issue,Electrical diagnostic and repair,Spark plug replacement,,4.03,Laura Smith,821.24,Nissan,Altima,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000654,Emily Johnson,-2970,8/1/2024 0:00,1731,check brakes - squeak,suspected transmission issue,AC system recharge,Transmission fluid flush,Brake pads - Wagner,5.67,Unassigned,161.36,Hyundai,Elantra,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000654,Emily Johnson,-2970,10/17/2024 0:00,14130,strange grinding noise,worn alternator bearings,AC system recharge,Customer declined service,,4.42,Unassigned,563.06,Toyota,Camry,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000654,Emily Johnson,-2970,4/20/2022 0:00,26529,strange grinding noise,bad starter relay,AC system recharge,Brake pad replacement,O2-SENSOR-BOSCH,0.99,John Doe,324.34,Chevrolet,Silverado,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000654,Emily Johnson,-2970,6/23/2022 0:00,38928,AC not cold enough,likely spark plugs,AC system recharge,Spark plug replacement,Brake pads - Wagner,6.5,John Doe,488.93,Honda,Civic,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000654,Emily Johnson,-2970,12/8/2023 0:00,51327,AC not cold enough,O2 sensor fault,AC system recharge,Brake pad replacement,Transmission fluid,6.66,Carlos Garcia,714.66,Hyundai,Elantra,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000655,Carlos Smith,-9200,3/1/2025 0:00,1731,strange grinding noise,bad starter relay,Electrical diagnostic and repair,Customer declined service,Alternator Duralast,3.56,Tina Brown,379.34,Chevrolet,Silverado,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000655,Carlos Smith,-9200,3/25/2025 0:00,14130,customer states loud knocking sound,suspected transmission issue,Electrical diagnostic and repair,Customer declined service,O2-SENSOR-BOSCH,4.81,Carlos Garcia,243.85,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000656,James Hodges,-8549,9/4/2022 0:00,1731,customer states loud knocking sound,low refrigerant,Spark plug replacement,Customer declined service,,0.22,John Doe,1086.54,Toyota,Camry,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000656,James Hodges,-8549,11/6/2024 0:00,14130,customer states loud knocking sound,bad starter relay,Spark plug replacement,Spark plug replacement,Oil filter - FRAM PH2,3.47,Unassigned,1070.14,Ford,Mustang,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000656,James Hodges,-8549,9/14/2023 0:00,26529,AC not cold enough,suspected transmission issue,Spark plug replacement,Spark plug replacement,Alternator Duralast,3.42,Mike D.,598.58,VW,Jetta,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000657,James Brown,-7910,10/14/2023 0:00,1731,steering wheel shakes bad,likely spark plugs,Electrical diagnostic and repair,Head gasket replacement,Oil filter - FRAM PH2,4.22,Unassigned,713.56,Chevrolet,Silverado,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000657,James Brown,-7910,11/27/2021 0:00,14130,car won't start after sitting overnight,parasitic draw,Electrical diagnostic and repair,Brake pad replacement,Alternator Duralast,4.5,Mike D.,247.19,VW,Jetta,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000657,James Brown,-7910,8/6/2022 0:00,26529,trans slipping after warm up,unable to replicate,Electrical diagnostic and repair,Deferred,Battery NAPA-65,1.55,Laura Smith,174.97,Jeep,Grand Cherokee,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000657,James Brown,-7910,11/10/2021 0:00,38928,battery keeps dying,likely spark plugs,Electrical diagnostic and repair,Warranty repair - no charge,Brake pads - Wagner,6.33,nan,123.34,Jeep,Grand Cherokee,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000658,Emily Johnson,-2970,8/27/2022 0:00,1731,car won't start after sitting overnight,O2 sensor fault,Oil pan replacement,Customer declined service,,4.23,John Doe,757.09,Nissan,Altima,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000658,Emily Johnson,-2970,6/8/2025 0:00,14130,car won't start after sitting overnight,suspected transmission issue,Oil pan replacement,Warranty repair - no charge,,2.57,John Doe,1014.94,Hyundai,Elantra,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000659,Laura Smith,-4457,12/4/2021 0:00,1731,strange grinding noise,low refrigerant,Alternator replacement,Brake pad replacement,Oil filter - FRAM PH2,5.58,John Doe,320.28,Ford,Escape,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000659,Laura Smith,-4457,4/24/2024 0:00,14130,steering wheel shakes bad,low refrigerant,Alternator replacement,Electrical diagnostic,O2-SENSOR-BOSCH,6.29,Unassigned,1094.42,Nissan,Altima,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000660,Laura Smith,-4457,12/2/2021 0:00,1731,check brakes - squeak,bad starter relay,Transmission fluid flush,Tire balancing,,2.54,Laura Smith,645.25,Hyundai,Elantra,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000660,Laura Smith,-4457,11/27/2022 0:00,14130,steering wheel shakes bad,unable to replicate,Transmission fluid flush,Customer declined service,,3.58,John Doe,708.13,Dodge,Ram 1500,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000661,Jane Brown,-3954,3/24/2024 0:00,1731,check brakes - squeak,suspected transmission issue,Tire balancing,Transmission fluid flush,Oil filter - FRAM PH2,2.6,John Doe,790.23,Dodge,Ram 1500,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000661,Jane Brown,-3954,7/18/2022 0:00,14130,oil leaking in driveway,suspected alternator issue,Tire balancing,Tire balancing,,3.11,nan,704.17,Ford,Escape,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000661,Jane Brown,-3954,4/1/2024 0:00,26529,car won't start after sitting overnight,no fault found,Tire balancing,Spark plug replacement,Transmission fluid,5.35,Unassigned,1083.16,Hyundai,Elantra,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000661,Jane Brown,-3954,8/29/2024 0:00,38928,customer states loud knocking sound,parasitic draw,Tire balancing,Head gasket replacement,O2-SENSOR-BOSCH,5.49,Tina Brown,199.62,Toyota,Camry,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000661,Jane Brown,-3954,4/28/2024 0:00,51327,trans slipping after warm up,no fault found,Tire balancing,Warranty repair - no charge,,1.75,John Doe,525.49,Chevrolet,Silverado,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000662,Jane Smith,-5866,3/21/2022 0:00,1731,check brakes - squeak,O2 sensor fault,Brake pad replacement,Warranty repair - no charge,Transmission fluid,5.91,Laura Smith,175.63,Nissan,Altima,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000662,Jane Smith,-5866,2/11/2022 0:00,14130,check brakes - squeak,no fault found,Brake pad replacement,Spark plug replacement,,6.69,John Doe,93.04,Toyota,Camry,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000663,Laura Smith,-4457,4/3/2023 0:00,1731,trans slipping after warm up,unable to replicate,Alternator replacement,Transmission fluid flush,Alternator Duralast,3.16,nan,511.7,Ford,Mustang,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000663,Laura Smith,-4457,8/23/2024 0:00,14130,engine light randomly comes on,O2 sensor fault,Alternator replacement,Deferred,SP-134A,0.84,Laura Smith,204.59,Nissan,Altima,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000663,Laura Smith,-4457,9/23/2024 0:00,26529,battery keeps dying,suspected alternator issue,Alternator replacement,Transmission fluid flush,Alternator Duralast,2.52,Mike D.,76.93,VW,Jetta,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000663,Laura Smith,-4457,9/23/2024 0:00,38928,AC not cold enough,likely spark plugs,Alternator replacement,Spark plug replacement,Battery NAPA-65,2.44,Carlos Garcia,764.05,Hyundai,Elantra,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000663,Laura Smith,-4457,8/31/2021 0:00,51327,customer states loud knocking sound,parasitic draw,Alternator replacement,Transmission fluid flush,,5.46,nan,381.51,Dodge,Ram 1500,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000663,Laura Smith,-4457,7/3/2022 0:00,63726,oil leaking in driveway,bad starter relay,Alternator replacement,Spark plug replacement,,1.42,John Doe,266.12,Jeep,Grand Cherokee,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000664,Laura Johnson,-3832,9/4/2023 0:00,1731,strange grinding noise,unable to replicate,Head gasket replacement,Brake pad replacement,,4.93,John Doe,750.54,Chevrolet,Silverado,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000664,Laura Johnson,-3832,10/29/2022 0:00,14130,strange grinding noise,suspected alternator issue,Head gasket replacement,Brake pad replacement,O2-SENSOR-BOSCH,2.71,Laura Smith,531.39,Hyundai,Elantra,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000664,Laura Johnson,-3832,2/8/2025 0:00,26529,check brakes - squeak,suspected transmission issue,Head gasket replacement,Warranty repair - no charge,Brake pads - Wagner,4,Unassigned,355.54,Jeep,Grand Cherokee,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000664,Laura Johnson,-3832,7/17/2025 0:00,38928,steering wheel shakes bad,suspected transmission issue,Head gasket replacement,Electrical diagnostic,SP-134A,6.55,John Doe,511.06,Hyundai,Elantra,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000664,Laura Johnson,-3832,2/8/2022 0:00,51327,AC not cold enough,O2 sensor fault,Head gasket replacement,Transmission fluid flush,,4.37,Unassigned,605.69,Hyundai,Elantra,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000665,John Smith,-9769,9/18/2021 0:00,1731,oil leaking in driveway,no fault found,Oil pan replacement,Transmission fluid flush,,1.29,Tina Brown,676.18,Ford,Escape,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000665,John Smith,-9769,4/25/2022 0:00,14130,AC not cold enough,suspected transmission issue,Oil pan replacement,Electrical diagnostic,Brake pads - Wagner,3.07,nan,132.26,Ford,Escape,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000665,John Smith,-9769,6/20/2024 0:00,26529,customer states loud knocking sound,no fault found,Oil pan replacement,Brake pad replacement,,2.64,Laura Smith,495.02,Ford,Mustang,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000665,John Smith,-9769,9/8/2022 0:00,38928,trans slipping after warm up,bad starter relay,Oil pan replacement,Deferred,,5.17,nan,14.79,Ford,Escape,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000665,John Smith,-9769,10/17/2024 0:00,51327,oil leaking in driveway,worn alternator bearings,Oil pan replacement,Customer declined service,O2-SENSOR-BOSCH,0.65,Laura Smith,491.68,Toyota,Camry,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000666,Jane Brown,-3954,11/30/2023 0:00,1731,trans slipping after warm up,worn alternator bearings,Tire balancing,Customer declined service,Alternator Duralast,0.24,nan,793.85,VW,Jetta,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000667,Laura Smith,-4457,9/26/2024 0:00,1731,engine light randomly comes on,unable to replicate,Transmission fluid flush,Customer declined service,Transmission fluid,5.69,Mike D.,1199.03,Ford,Escape,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000667,Laura Smith,-4457,7/15/2023 0:00,14130,check brakes - squeak,low refrigerant,Transmission fluid flush,Electrical diagnostic,Oil filter - FRAM PH2,3.81,Carlos Garcia,908.91,Hyundai,Elantra,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000667,Laura Smith,-4457,10/28/2024 0:00,26529,steering wheel shakes bad,suspected alternator issue,Transmission fluid flush,Electrical diagnostic,Alternator Duralast,1.05,Carlos Garcia,1053.8,Hyundai,Elantra,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000667,Laura Smith,-4457,7/5/2024 0:00,38928,car won't start after sitting overnight,unable to replicate,Transmission fluid flush,Spark plug replacement,SP-134A,2.2,Mike D.,1116.01,Hyundai,Elantra,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000667,Laura Smith,-4457,2/18/2023 0:00,51327,oil leaking in driveway,likely spark plugs,Transmission fluid flush,Customer declined service,Transmission fluid,3.2,John Doe,386.25,Jeep,Grand Cherokee,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000668,John Martinez,-10834,10/6/2024 0:00,1731,check brakes - squeak,bad starter relay,Oil pan replacement,Warranty repair - no charge,Alternator Duralast,0.99,nan,579.91,Nissan,Altima,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000668,John Martinez,-10834,10/4/2024 0:00,14130,customer states loud knocking sound,suspected transmission issue,Oil pan replacement,Transmission fluid flush,,6.8,nan,1129.02,Jeep,Grand Cherokee,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000668,John Martinez,-10834,4/8/2025 0:00,26529,steering wheel shakes bad,unable to replicate,Oil pan replacement,Tire balancing,,5.7,Laura Smith,182.42,Ford,Mustang,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000668,John Martinez,-10834,6/20/2022 0:00,38928,AC not cold enough,suspected alternator issue,Oil pan replacement,Head gasket replacement,SP-134A,2.35,Tina Brown,562.72,VW,Jetta,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000669,John Martinez,-10834,1/30/2025 0:00,1731,battery keeps dying,bad starter relay,Cap inspection or replacement,Transmission fluid flush,Alternator Duralast,2.13,nan,928.04,VW,Jetta,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000669,John Martinez,-10834,2/18/2025 0:00,14130,engine light randomly comes on,parasitic draw,Cap inspection or replacement,Head gasket replacement,,6.04,Laura Smith,994.93,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
